0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
A0,A25,A21,A20,A27,A7,A18,A12,A22,A8,A1,A17,A29,A16,A13,A5,A2,A4,A14,A23,A3,A15,A19,A26,A28,A24,A6,A11,A10,A9
A0,A9,A10,A11,A6,A28,A26,A19,A15,A3,A23,A17,A27,A21,A20,A29,A16,A1,A24,A22,A12,A7,A18,A8,A14,A13,A5,A2,A4,A25
A0,A9,A10,A11,A6,A26,A19,A15,A1,A28,A24,A22,A12,A8,A18,A7,A27,A17,A21,A20,A29,A16,A13,A14,A23,A3,A5,A2,A4,A25
A0,A9,A25,A15,A3,A23,A17,A21,A14,A5,A13,A16,A29,A20,A27,A7,A18,A8,A12,A22,A24,A26,A19,A4,A2,A1,A28,A6,A11,A10
A0,A10,A6,A24,A22,A12,A8,A18,A7,A27,A20,A29,A16,A14,A13,A5,A2,A4,A3,A19,A15,A25,A26,A11,A28,A1,A17,A21,A23,A9
A0,A15,A19,A1,A8,A18,A21,A17,A23,A13,A5,A2,A4,A25,A9,A10,A11,A26,A28,A6,A24,A22,A12,A7,A27,A20,A29,A16,A14,A3
A0,A9,A25,A15,A19,A3,A4,A2,A5,A13,A14,A16,A29,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A28,A17,A21,A20,A23,A1,A26
A0,A11,A18,A7,A27,A20,A21,A17,A23,A3,A15,A19,A26,A28,A6,A24,A22,A12,A8,A1,A4,A14,A29,A16,A13,A5,A2,A25,A9,A10
A0,A9,A25,A19,A15,A4,A2,A5,A13,A18,A8,A22,A12,A7,A27,A17,A23,A1,A28,A24,A6,A11,A10,A26,A3,A14,A16,A29,A20,A21
A0,A4,A2,A5,A13,A16,A29,A20,A21,A17,A15,A19,A1,A27,A7,A18,A8,A12,A22,A26,A9,A10,A11,A6,A24,A28,A23,A14,A3,A25
A0,A24,A12,A22,A19,A15,A3,A8,A18,A7,A27,A17,A1,A28,A6,A11,A25,A4,A2,A5,A13,A14,A16,A29,A20,A21,A23,A26,A10,A9
A0,A9,A25,A15,A3,A14,A16,A29,A23,A19,A26,A28,A1,A8,A18,A17,A4,A2,A5,A13,A20,A21,A27,A7,A12,A22,A24,A6,A11,A10
A0,A10,A6,A24,A12,A22,A28,A26,A1,A17,A27,A21,A20,A29,A16,A14,A13,A5,A2,A4,A25,A15,A19,A3,A23,A7,A18,A8,A11,A9
A0,A28,A18,A7,A27,A17,A21,A20,A29,A16,A14,A3,A19,A26,A9,A25,A15,A4,A2,A5,A13,A23,A1,A8,A12,A22,A24,A6,A11,A10
A0,A25,A15,A3,A19,A26,A10,A11,A28,A1,A4,A2,A5,A13,A21,A27,A18,A8,A17,A23,A14,A16,A29,A20,A7,A12,A22,A24,A6,A9
A0,A25,A15,A26,A11,A28,A17,A21,A20,A29,A16,A13,A5,A2,A14,A27,A7,A23,A4,A3,A19,A1,A8,A18,A12,A22,A24,A6,A10,A9
A0,A9,A25,A23,A17,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A28,A26,A19,A15,A3,A4,A2,A5,A13,A14,A16,A29,A20,A21,A1
A0,A9,A25,A4,A2,A5,A13,A14,A16,A29,A28,A6,A24,A22,A12,A27,A20,A21,A1,A26,A10,A11,A8,A18,A7,A17,A23,A3,A15,A19
A0,A25,A3,A23,A14,A16,A29,A20,A17,A1,A19,A26,A11,A10,A15,A4,A2,A5,A13,A21,A27,A7,A12,A6,A24,A22,A18,A8,A28,A9
A0,A9,A25,A15,A14,A16,A29,A20,A21,A27,A17,A1,A23,A3,A4,A2,A5,A13,A19,A26,A28,A10,A11,A6,A24,A22,A12,A7,A18,A8
A0,A2,A5,A13,A23,A17,A27,A21,A20,A29,A16,A14,A4,A3,A19,A15,A25,A26,A28,A10,A11,A6,A24,A22,A12,A7,A18,A8,A1,A9
A0,A25,A4,A2,A5,A13,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A28,A1,A17,A21,A20,A29,A16,A14,A23,A3,A15,A19,A26,A9
A0,A25,A4,A2,A5,A13,A26,A28,A6,A24,A8,A17,A1,A19,A15,A3,A23,A14,A16,A29,A20,A21,A27,A7,A18,A12,A22,A11,A10,A9
A0,A25,A15,A4,A2,A3,A19,A26,A10,A11,A28,A1,A23,A17,A8,A22,A12,A7,A27,A21,A14,A5,A13,A16,A29,A20,A18,A24,A6,A9
A0,A22,A12,A18,A8,A11,A10,A26,A25,A15,A4,A2,A5,A13,A16,A14,A3,A19,A1,A17,A7,A27,A21,A20,A29,A23,A28,A24,A6,A9
A0,A9,A25,A4,A2,A14,A20,A7,A12,A6,A11,A28,A24,A22,A8,A18,A27,A21,A17,A1,A19,A15,A3,A5,A13,A16,A29,A23,A26,A10
A0,A22,A12,A8,A18,A7,A27,A21,A14,A13,A23,A1,A28,A6,A24,A17,A20,A29,A16,A3,A26,A11,A10,A19,A5,A2,A4,A15,A25,A9
A0,A26,A28,A1,A23,A3,A19,A15,A25,A9,A10,A11,A6,A24,A22,A12,A8,A4,A2,A5,A13,A14,A17,A21,A18,A7,A27,A20,A29,A16
A0,A9,A14,A16,A29,A20,A21,A27,A8,A22,A1,A3,A23,A17,A18,A7,A12,A24,A6,A11,A10,A28,A26,A19,A15,A13,A5,A2,A4,A25
A0,A10,A26,A9,A25,A15,A19,A3,A14,A23,A1,A24,A22,A12,A8,A18,A7,A27,A17,A21,A20,A29,A16,A13,A5,A2,A4,A28,A6,A11
A0,A9,A10,A11,A6,A24,A22,A8,A29,A16,A14,A23,A3,A4,A2,A5,A13,A18,A7,A12,A28,A26,A1,A17,A21,A20,A27,A19,A15,A25
A0,A9,A4,A2,A5,A13,A14,A20,A21,A1,A26,A28,A22,A12,A8,A18,A7,A27,A19,A25,A15,A3,A23,A16,A29,A17,A24,A6,A11,A10
A0,A24,A22,A12,A8,A18,A7,A27,A21,A20,A29,A16,A23,A17,A1,A28,A6,A11,A10,A26,A25,A15,A19,A3,A14,A13,A5,A2,A4,A9
A0,A10,A11,A26,A9,A25,A4,A2,A5,A13,A16,A29,A14,A23,A3,A15,A19,A28,A18,A7,A27,A20,A21,A17,A1,A8,A12,A22,A24,A6
A0,A12,A7,A27,A20,A21,A18,A8,A11,A10,A6,A24,A22,A17,A29,A16,A1,A28,A26,A19,A4,A2,A5,A13,A14,A23,A3,A15,A25,A9
A0,A9,A17,A21,A20,A27,A7,A18,A8,A22,A1,A23,A29,A16,A13,A5,A2,A4,A14,A3,A28,A24,A12,A6,A26,A19,A15,A25,A11,A10
A0,A25,A1,A21,A20,A29,A16,A13,A5,A2,A4,A14,A28,A24,A22,A12,A8,A18,A7,A27,A17,A23,A3,A15,A19,A26,A6,A11,A10,A9
A0,A10,A11,A9,A25,A15,A4,A2,A5,A13,A8,A18,A7,A27,A20,A21,A17,A1,A19,A3,A14,A16,A29,A23,A26,A28,A24,A22,A12,A6
A0,A9,A25,A4,A2,A5,A13,A14,A1,A28,A26,A10,A11,A6,A24,A22,A12,A8,A18,A7,A27,A20,A29,A16,A21,A17,A23,A3,A15,A19
A0,A22,A12,A8,A18,A7,A27,A20,A21,A17,A23,A14,A13,A5,A2,A4,A25,A15,A19,A3,A16,A29,A1,A28,A26,A10,A11,A6,A24,A9
A0,A25,A3,A21,A20,A29,A16,A13,A5,A2,A4,A14,A23,A1,A17,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A28,A26,A19,A15,A9
A0,A9,A25,A4,A2,A5,A13,A28,A6,A24,A22,A12,A8,A18,A7,A27,A20,A21,A17,A1,A19,A15,A3,A14,A16,A29,A23,A26,A11,A10
A0,A9,A25,A15,A19,A3,A23,A16,A29,A20,A27,A7,A18,A8,A12,A22,A24,A26,A4,A2,A5,A13,A14,A21,A17,A1,A28,A6,A11,A10
A0,A11,A6,A24,A22,A12,A7,A27,A18,A8,A28,A26,A19,A3,A14,A16,A29,A20,A21,A17,A1,A23,A13,A5,A2,A4,A15,A25,A9,A10
A0,A9,A25,A15,A19,A3,A4,A23,A21,A17,A1,A28,A6,A24,A22,A12,A8,A18,A7,A27,A20,A14,A2,A5,A13,A16,A29,A26,A11,A10
A0,A9,A26,A28,A10,A11,A6,A24,A22,A19,A15,A3,A23,A1,A17,A21,A14,A5,A13,A16,A29,A20,A27,A7,A12,A18,A8,A2,A4,A25
A0,A25,A15,A19,A26,A11,A6,A24,A28,A1,A23,A3,A4,A2,A5,A21,A20,A29,A16,A13,A14,A17,A22,A12,A18,A7,A27,A8,A10,A9
A0,A1,A17,A21,A14,A13,A5,A2,A4,A3,A15,A19,A28,A6,A24,A22,A12,A8,A18,A7,A27,A20,A29,A16,A23,A26,A11,A10,A25,A9
A0,A9,A10,A11,A6,A24,A22,A12,A7,A20,A29,A16,A14,A23,A19,A15,A3,A13,A5,A2,A4,A25,A26,A28,A8,A18,A27,A21,A17,A1
A0,A24,A8,A18,A21,A20,A27,A7,A12,A22,A17,A23,A29,A16,A14,A3,A19,A15,A4,A2,A5,A13,A1,A28,A6,A11,A10,A26,A25,A9
A0,A25,A23,A17,A21,A20,A29,A16,A14,A13,A5,A2,A4,A3,A15,A19,A1,A27,A7,A18,A8,A12,A22,A24,A6,A28,A26,A11,A10,A9
A0,A10,A22,A12,A8,A18,A7,A27,A20,A29,A16,A21,A17,A1,A28,A24,A6,A11,A26,A19,A15,A4,A2,A5,A13,A14,A23,A3,A25,A9
A0,A11,A6,A8,A18,A27,A7,A12,A22,A24,A28,A26,A19,A4,A2,A5,A13,A23,A1,A17,A21,A20,A29,A16,A14,A3,A15,A25,A9,A10
A0,A9,A25,A4,A2,A5,A13,A23,A1,A28,A26,A19,A15,A3,A17,A8,A18,A27,A20,A29,A16,A14,A21,A7,A12,A22,A24,A6,A11,A10
A0,A9,A10,A11,A19,A15,A3,A4,A13,A16,A29,A23,A17,A8,A12,A22,A1,A2,A5,A14,A20,A21,A27,A7,A18,A24,A6,A28,A26,A25
A0,A10,A11,A3,A16,A29,A20,A21,A23,A1,A17,A27,A7,A18,A8,A12,A22,A24,A6,A28,A26,A19,A15,A9,A25,A4,A14,A13,A5,A2
A0,A15,A3,A14,A16,A29,A23,A19,A26,A10,A11,A28,A1,A17,A21,A18,A8,A24,A6,A22,A12,A7,A27,A20,A13,A5,A2,A4,A25,A9
A0,A9,A25,A15,A19,A1,A28,A24,A6,A11,A26,A3,A4,A13,A16,A29,A20,A21,A27,A7,A18,A17,A14,A5,A2,A23,A8,A12,A22,A10
A0,A25,A14,A29,A16,A13,A5,A2,A4,A17,A22,A12,A7,A27,A20,A21,A18,A8,A24,A6,A28,A1,A23,A3,A15,A19,A26,A11,A10,A9
A0,A9,A25,A10,A6,A24,A22,A12,A7,A4,A2,A5,A13,A16,A29,A14,A23,A28,A11,A26,A19,A15,A3,A1,A8,A18,A27,A20,A21,A17
A0,A25,A15,A3,A23,A1,A26,A19,A4,A14,A20,A27,A7,A18,A21,A2,A5,A13,A16,A29,A17,A28,A10,A11,A6,A12,A22,A8,A24,A9
A0,A25,A4,A2,A5,A13,A17,A7,A12,A22,A6,A24,A8,A18,A27,A21,A20,A29,A16,A14,A23,A1,A3,A15,A19,A26,A28,A11,A10,A9
A0,A9,A8,A18,A7,A12,A22,A28,A26,A19,A15,A3,A23,A14,A29,A16,A13,A5,A2,A4,A25,A6,A24,A27,A20,A21,A17,A1,A11,A10
A0,A28,A8,A27,A21,A20,A14,A13,A5,A2,A4,A25,A9,A10,A26,A19,A15,A3,A1,A23,A16,A29,A17,A18,A7,A12,A22,A24,A6,A11
A0,A10,A11,A6,A24,A28,A26,A19,A15,A3,A4,A14,A29,A16,A13,A5,A2,A27,A7,A18,A8,A12,A22,A1,A17,A21,A20,A23,A25,A9
A0,A10,A6,A24,A22,A12,A18,A8,A28,A11,A26,A1,A19,A15,A4,A2,A5,A13,A23,A17,A7,A27,A21,A20,A29,A16,A14,A3,A25,A9
A0,A9,A25,A4,A14,A16,A29,A8,A22,A12,A18,A7,A27,A20,A21,A17,A28,A11,A10,A15,A3,A19,A26,A6,A24,A1,A23,A13,A5,A2
A0,A9,A10,A11,A26,A19,A15,A1,A8,A18,A7,A12,A22,A24,A6,A28,A3,A14,A13,A5,A2,A4,A23,A17,A27,A21,A20,A29,A16,A25
A0,A10,A11,A26,A6,A24,A28,A1,A23,A3,A14,A4,A2,A5,A13,A16,A29,A20,A21,A17,A27,A7,A18,A8,A12,A22,A19,A15,A25,A9
A0,A27,A7,A18,A8,A6,A11,A10,A1,A23,A16,A29,A20,A21,A17,A14,A13,A5,A2,A4,A3,A15,A19,A26,A28,A22,A12,A24,A25,A9
A0,A9,A11,A24,A8,A18,A7,A17,A1,A19,A15,A3,A23,A14,A13,A16,A29,A20,A27,A21,A5,A2,A4,A25,A26,A28,A22,A12,A6,A10
A0,A9,A10,A11,A28,A1,A27,A7,A18,A8,A12,A22,A24,A6,A26,A25,A15,A19,A3,A23,A17,A14,A4,A2,A5,A13,A16,A29,A20,A21
A0,A10,A11,A18,A7,A27,A14,A13,A16,A29,A20,A21,A26,A28,A6,A24,A22,A12,A8,A17,A23,A1,A19,A15,A3,A5,A2,A4,A25,A9
A0,A10,A11,A8,A18,A22,A12,A7,A27,A1,A28,A24,A6,A26,A19,A15,A3,A23,A17,A21,A20,A29,A16,A14,A13,A5,A2,A4,A25,A9
A0,A9,A23,A20,A21,A17,A1,A28,A6,A24,A22,A12,A8,A18,A7,A27,A19,A15,A3,A14,A29,A16,A13,A5,A2,A4,A25,A26,A11,A10
A0,A25,A15,A21,A20,A27,A1,A28,A6,A24,A18,A7,A12,A22,A8,A17,A23,A3,A4,A14,A29,A16,A13,A5,A2,A19,A26,A11,A10,A9
A0,A10,A11,A26,A19,A23,A17,A1,A28,A6,A24,A22,A12,A8,A18,A7,A27,A21,A20,A29,A16,A14,A13,A5,A2,A4,A3,A15,A25,A9
A0,A10,A11,A21,A20,A29,A16,A13,A5,A2,A4,A14,A23,A17,A27,A7,A18,A8,A12,A22,A24,A6,A28,A26,A1,A3,A19,A15,A25,A9
A0,A9,A25,A3,A14,A23,A17,A1,A15,A19,A26,A11,A28,A4,A2,A5,A13,A22,A12,A7,A21,A16,A29,A20,A27,A18,A8,A24,A6,A10
A0,A28,A24,A27,A20,A21,A17,A23,A15,A19,A1,A8,A18,A7,A12,A22,A6,A11,A10,A26,A4,A2,A5,A13,A16,A29,A14,A3,A25,A9
A0,A21,A20,A27,A18,A17,A23,A13,A5,A2,A4,A26,A10,A9,A25,A3,A14,A16,A29,A7,A12,A22,A8,A1,A15,A19,A28,A24,A6,A11
A0,A10,A6,A24,A8,A18,A12,A22,A19,A15,A3,A23,A17,A1,A28,A11,A26,A14,A16,A29,A20,A27,A7,A21,A13,A5,A2,A4,A25,A9
A0,A9,A28,A1,A23,A13,A5,A2,A4,A19,A26,A10,A11,A6,A24,A21,A20,A27,A7,A12,A22,A8,A18,A17,A29,A16,A14,A3,A15,A25
A0,A9,A25,A4,A2,A5,A13,A14,A23,A17,A27,A7,A18,A12,A22,A8,A21,A20,A29,A16,A3,A15,A19,A1,A26,A28,A24,A6,A11,A10
A0,A9,A25,A1,A17,A18,A8,A24,A6,A11,A10,A26,A3,A14,A16,A29,A20,A21,A23,A15,A19,A28,A22,A12,A7,A27,A13,A5,A2,A4
A0,A9,A25,A2,A5,A13,A16,A29,A20,A21,A17,A27,A7,A18,A8,A12,A22,A24,A6,A26,A19,A15,A3,A4,A14,A23,A1,A28,A11,A10
A0,A9,A25,A15,A1,A23,A17,A7,A27,A21,A20,A2,A5,A13,A16,A29,A14,A4,A3,A19,A26,A11,A28,A8,A18,A12,A22,A24,A6,A10
A0,A16,A29,A20,A21,A17,A9,A25,A3,A23,A14,A13,A5,A2,A4,A15,A19,A28,A24,A8,A27,A1,A26,A10,A11,A6,A22,A12,A7,A18
A0,A25,A15,A19,A14,A29,A17,A26,A10,A11,A6,A24,A8,A18,A7,A12,A22,A28,A1,A23,A3,A4,A2,A5,A13,A16,A20,A21,A27,A9
A0,A24,A8,A18,A7,A12,A22,A6,A11,A26,A28,A1,A23,A3,A14,A29,A16,A13,A5,A2,A4,A17,A21,A20,A27,A19,A15,A25,A9,A10
A0,A10,A11,A6,A24,A28,A26,A14,A16,A29,A20,A8,A22,A12,A18,A7,A27,A21,A13,A5,A2,A4,A23,A17,A1,A3,A19,A15,A25,A9
A0,A10,A11,A26,A1,A23,A16,A29,A20,A7,A12,A22,A24,A6,A28,A4,A2,A5,A13,A14,A8,A18,A27,A21,A17,A3,A19,A15,A25,A9
A0,A9,A10,A26,A1,A17,A21,A23,A3,A28,A24,A6,A11,A25,A4,A2,A5,A13,A14,A16,A29,A20,A27,A15,A19,A22,A12,A7,A18,A8
A0,A9,A10,A6,A24,A22,A12,A7,A18,A8,A1,A3,A23,A17,A27,A21,A20,A29,A16,A14,A13,A5,A2,A4,A28,A11,A26,A19,A15,A25
A0,A25,A3,A16,A29,A20,A21,A27,A7,A18,A1,A15,A19,A26,A10,A11,A28,A4,A2,A5,A13,A14,A23,A17,A8,A12,A22,A24,A6,A9
A0,A2,A5,A13,A14,A16,A29,A23,A1,A28,A24,A6,A11,A26,A3,A4,A25,A9,A15,A19,A17,A21,A20,A27,A7,A18,A8,A12,A22,A10
A0,A23,A17,A21,A13,A5,A2,A4,A15,A19,A1,A28,A26,A10,A9,A25,A3,A14,A16,A29,A20,A27,A7,A18,A8,A12,A22,A24,A6,A11
A0,A19,A23,A17,A22,A12,A7,A27,A21,A5,A2,A4,A3,A1,A8,A18,A20,A29,A16,A13,A14,A28,A24,A6,A11,A26,A15,A25,A9,A10
A0,A3,A23,A14,A16,A29,A20,A21,A28,A10,A11,A6,A24,A22,A12,A18,A7,A27,A8,A26,A9,A25,A15,A19,A1,A17,A13,A5,A2,A4
A0,A10,A28,A26,A9,A25,A4,A2,A5,A13,A14,A22,A12,A8,A18,A7,A27,A20,A21,A17,A1,A19,A15,A3,A16,A29,A23,A24,A6,A11
A0,A10,A11,A27,A21,A20,A29,A16,A14,A13,A5,A2,A4,A15,A19,A3,A23,A17,A1,A28,A6,A24,A22,A12,A7,A18,A8,A26,A25,A9
A0,A9,A26,A17,A21,A20,A27,A10,A11,A22,A12,A7,A18,A8,A19,A15,A2,A5,A3,A28,A6,A24,A1,A23,A14,A29,A16,A13,A4,A25
A0,A14,A13,A5,A2,A4,A26,A28,A24,A6,A11,A10,A9,A25,A15,A19,A3,A1,A23,A16,A29,A20,A18,A12,A7,A27,A21,A17,A8,A22
A0,A9,A4,A2,A5,A13,A14,A23,A17,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A28,A26,A25,A15,A19,A3,A16,A29,A20,A21,A1
A0,A9,A25,A15,A19,A22,A12,A24,A6,A11,A26,A28,A1,A17,A23,A3,A4,A2,A5,A13,A14,A16,A29,A20,A21,A27,A7,A18,A8,A10
A0,A16,A29,A20,A21,A28,A26,A9,A25,A19,A15,A4,A2,A5,A13,A14,A3,A23,A1,A17,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10
A0,A10,A11,A6,A28,A26,A19,A15,A3,A14,A29,A24,A22,A12,A8,A18,A7,A27,A17,A21,A20,A16,A13,A5,A2,A4,A23,A1,A25,A9
A0,A26,A28,A22,A12,A24,A6,A11,A10,A9,A25,A15,A4,A2,A3,A1,A8,A18,A7,A27,A17,A23,A14,A5,A13,A16,A29,A20,A21,A19
A0,A9,A4,A14,A17,A23,A3,A25,A10,A11,A6,A28,A26,A19,A15,A1,A24,A22,A12,A8,A18,A7,A27,A21,A20,A29,A16,A13,A5,A2
A0,A9,A25,A10,A11,A26,A4,A2,A5,A13,A3,A15,A19,A1,A28,A6,A24,A22,A12,A7,A18,A8,A17,A23,A14,A21,A27,A20,A29,A16
A0,A25,A4,A2,A5,A28,A11,A10,A26,A19,A15,A3,A23,A1,A17,A14,A13,A16,A29,A20,A21,A27,A7,A18,A8,A12,A22,A24,A6,A9
A0,A29,A16,A14,A3,A15,A19,A28,A22,A12,A7,A18,A8,A24,A6,A11,A10,A9,A25,A4,A2,A5,A13,A23,A17,A21,A20,A27,A1,A26
A0,A10,A11,A6,A24,A2,A5,A13,A23,A8,A22,A12,A18,A7,A27,A3,A15,A19,A28,A26,A9,A25,A4,A14,A16,A29,A20,A21,A17,A1
A0,A6,A22,A12,A18,A7,A27,A20,A29,A16,A1,A28,A26,A10,A11,A24,A8,A21,A17,A23,A14,A13,A5,A2,A4,A3,A19,A15,A25,A9
A0,A9,A25,A15,A3,A13,A14,A23,A17,A1,A28,A26,A19,A4,A2,A5,A16,A29,A20,A21,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10
A0,A9,A10,A24,A22,A8,A18,A17,A23,A13,A5,A2,A4,A15,A19,A26,A28,A1,A21,A20,A27,A7,A12,A6,A11,A25,A3,A14,A16,A29
A0,A9,A25,A4,A2,A5,A22,A12,A7,A18,A8,A24,A6,A26,A19,A15,A3,A1,A23,A14,A13,A16,A29,A20,A21,A27,A17,A28,A11,A10
A0,A9,A10,A11,A6,A28,A26,A1,A23,A17,A8,A24,A19,A3,A14,A16,A29,A22,A12,A18,A7,A27,A21,A20,A13,A5,A2,A4,A15,A25
A0,A9,A26,A28,A17,A16,A29,A20,A21,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A25,A15,A19,A3,A4,A2,A5,A13,A14,A23,A1
A0,A9,A25,A4,A3,A15,A19,A8,A18,A7,A27,A20,A21,A17,A1,A28,A26,A10,A11,A6,A24,A12,A22,A23,A2,A5,A13,A16,A29,A14
A0,A22,A12,A8,A18,A7,A27,A20,A21,A17,A23,A1,A15,A19,A26,A28,A10,A11,A6,A24,A14,A29,A16,A13,A5,A2,A4,A3,A25,A9
A0,A11,A6,A24,A28,A1,A17,A23,A3,A4,A2,A5,A21,A7,A27,A20,A29,A16,A13,A14,A18,A12,A22,A8,A19,A15,A25,A26,A10,A9
A0,A6,A24,A8,A27,A20,A21,A17,A9,A25,A14,A16,A29,A23,A3,A15,A19,A1,A28,A22,A12,A7,A18,A13,A5,A2,A4,A26,A11,A10
A0,A6,A7,A27,A21,A17,A1,A23,A14,A13,A16,A29,A20,A15,A19,A26,A11,A10,A25,A4,A2,A5,A3,A28,A24,A22,A12,A18,A8,A9
A0,A9,A10,A11,A28,A6,A24,A22,A12,A8,A26,A25,A15,A19,A3,A23,A1,A17,A21,A20,A29,A16,A14,A27,A7,A18,A13,A5,A2,A4
A0,A2,A5,A13,A16,A29,A14,A4,A25,A9,A10,A19,A15,A3,A23,A1,A26,A28,A22,A12,A8,A18,A7,A27,A20,A21,A17,A24,A6,A11
A0,A9,A25,A4,A2,A5,A15,A19,A10,A11,A26,A17,A21,A20,A23,A3,A1,A8,A22,A24,A28,A14,A13,A16,A29,A27,A7,A18,A12,A6
A0,A9,A25,A23,A20,A21,A17,A15,A19,A28,A6,A24,A16,A29,A27,A7,A18,A12,A22,A8,A1,A4,A2,A5,A13,A14,A3,A26,A11,A10
A0,A25,A15,A19,A26,A28,A22,A12,A7,A27,A21,A20,A29,A16,A17,A23,A14,A13,A5,A2,A4,A3,A1,A18,A8,A24,A6,A11,A10,A9
A0,A9,A25,A23,A17,A1,A19,A15,A3,A14,A16,A29,A20,A21,A27,A7,A18,A8,A12,A22,A24,A6,A11,A10,A26,A28,A13,A5,A2,A4
A0,A25,A14,A16,A29,A20,A18,A8,A24,A22,A12,A7,A27,A21,A17,A23,A3,A1,A28,A6,A11,A10,A26,A13,A5,A2,A4,A15,A19,A9
A0,A9,A10,A11,A17,A27,A7,A18,A8,A12,A22,A24,A6,A28,A1,A23,A21,A20,A29,A16,A14,A13,A5,A2,A4,A3,A15,A19,A26,A25
A0,A10,A11,A4,A2,A5,A3,A26,A6,A24,A28,A23,A14,A29,A16,A13,A25,A9,A15,A19,A1,A17,A22,A8,A18,A21,A20,A27,A7,A12
A0,A9,A25,A1,A7,A27,A23,A4,A3,A15,A19,A26,A28,A24,A8,A18,A12,A22,A6,A11,A10,A17,A21,A20,A29,A16,A14,A13,A5,A2
A0,A10,A11,A6,A22,A12,A7,A21,A14,A5,A2,A23,A17,A1,A3,A15,A19,A26,A28,A24,A8,A18,A27,A20,A29,A16,A13,A4,A25,A9
A0,A25,A4,A2,A3,A15,A19,A26,A10,A11,A6,A24,A22,A12,A18,A7,A27,A20,A29,A16,A13,A5,A14,A23,A1,A17,A21,A8,A28,A9
A0,A9,A10,A11,A6,A28,A1,A23,A17,A21,A20,A27,A18,A8,A14,A4,A2,A5,A13,A16,A29,A7,A12,A22,A24,A26,A19,A3,A15,A25
A0,A9,A24,A22,A12,A6,A11,A10,A26,A1,A29,A16,A14,A13,A5,A2,A4,A3,A23,A17,A21,A20,A27,A7,A18,A8,A28,A19,A15,A25
A0,A10,A9,A25,A3,A23,A18,A7,A27,A20,A21,A17,A1,A26,A11,A6,A24,A22,A12,A8,A28,A19,A15,A4,A2,A5,A13,A16,A29,A14
A0,A9,A26,A1,A3,A4,A2,A5,A13,A14,A16,A29,A20,A18,A8,A24,A28,A19,A15,A10,A11,A6,A22,A12,A7,A27,A21,A17,A23,A25
A0,A9,A25,A4,A2,A5,A13,A16,A29,A20,A27,A18,A8,A17,A3,A15,A19,A22,A12,A7,A21,A14,A23,A1,A28,A24,A6,A26,A11,A10
A0,A10,A11,A28,A4,A2,A5,A13,A14,A21,A7,A12,A22,A24,A6,A1,A23,A17,A8,A18,A27,A20,A29,A16,A3,A15,A19,A26,A25,A9
A0,A18,A7,A27,A17,A23,A1,A8,A12,A22,A24,A6,A11,A28,A21,A20,A29,A16,A14,A13,A3,A15,A19,A26,A10,A25,A4,A2,A5,A9
A0,A10,A9,A25,A15,A19,A26,A1,A17,A23,A14,A16,A29,A20,A27,A21,A13,A5,A2,A4,A3,A8,A18,A7,A12,A22,A24,A6,A28,A11
A0,A10,A26,A19,A15,A1,A17,A18,A7,A12,A22,A8,A27,A21,A20,A29,A16,A24,A6,A11,A28,A23,A14,A13,A5,A2,A4,A3,A25,A9
A0,A9,A25,A15,A19,A10,A11,A18,A7,A12,A22,A8,A27,A21,A20,A29,A16,A3,A1,A26,A28,A6,A24,A17,A23,A14,A13,A5,A2,A4
A0,A10,A11,A6,A24,A12,A22,A28,A19,A15,A4,A2,A5,A13,A14,A21,A20,A29,A16,A23,A3,A1,A17,A27,A7,A18,A8,A26,A25,A9
A0,A10,A6,A24,A18,A7,A12,A22,A8,A27,A20,A21,A17,A23,A13,A5,A2,A4,A15,A19,A3,A14,A16,A29,A1,A28,A11,A26,A25,A9
A0,A4,A2,A5,A13,A14,A16,A29,A20,A21,A17,A27,A7,A18,A8,A12,A22,A26,A25,A15,A19,A3,A23,A1,A28,A24,A6,A11,A10,A9
A0,A9,A25,A4,A23,A3,A15,A19,A26,A28,A10,A11,A6,A24,A1,A17,A21,A20,A27,A7,A12,A22,A8,A18,A14,A2,A5,A13,A16,A29
A0,A22,A12,A8,A18,A7,A27,A17,A21,A20,A29,A16,A14,A13,A5,A2,A4,A23,A1,A3,A15,A19,A28,A24,A6,A11,A10,A26,A25,A9
A0,A25,A13,A16,A29,A14,A28,A6,A24,A22,A12,A8,A18,A7,A27,A20,A21,A17,A23,A1,A19,A15,A4,A2,A5,A3,A26,A11,A10,A9
A0,A9,A25,A26,A28,A8,A27,A20,A21,A17,A1,A23,A4,A2,A5,A13,A16,A29,A14,A3,A15,A19,A10,A11,A6,A24,A18,A7,A12,A22
A0,A18,A7,A12,A22,A11,A10,A26,A19,A23,A17,A27,A8,A24,A6,A28,A1,A21,A20,A29,A16,A14,A13,A5,A2,A4,A3,A15,A25,A9
